x,y,theta
1.391391391391391341e+00,1.220739492194426595e-01,1.134286860293087090e-01
1.401401401401401348e+00,1.232121343818271819e-01,1.129941088793914028e-01
1.411411411411411354e+00,1.243457704011080717e-01,1.125311798287164794e-01
1.421421421421421361e+00,1.254745688637140810e-01,1.120396121845755599e-01
1.431431431431431367e+00,1.265982385604177141e-01,1.115191231096037544e-01
1.441441441441441373e+00,1.277164855323078552e-01,1.109694337835943345e-01
1.451451451451451380e+00,1.288290131184273712e-01,1.103902695673422835e-01
1.461461461461461386e+00,1.299355220050793791e-01,1.097813601684867330e-01
1.471471471471471393e+00,1.310357102768064941e-01,1.091424398093836651e-01
1.481481481481481399e+00,1.321292734690456550e-01,1.084732473969720751e-01
1.491491491491491406e+00,1.332159046224608290e-01,1.077735266945860221e-01
1.501501501501501412e+00,1.342952943389539577e-01,1.070430264957259597e-01
1.511511511511511419e+00,1.353671308393551431e-01,1.062815007997598704e-01
1.521521521521521425e+00,1.364311000227906023e-01,1.054887089894914615e-01
1.531531531531531432e+00,1.374868855277270874e-01,1.046644160105933280e-01
1.541541541541541438e+00,1.385341687946897160e-01,1.038083925528468232e-01
1.551551551551551444e+00,1.395726291306498279e-01,1.029204152331583133e-01
1.561561561561561451e+00,1.406019437750779810e-01,1.020002667802676899e-01
1.571571571571571457e+00,1.416217879676560931e-01,1.010477362211609081e-01
1.581581581581581464e+00,1.426318350176430660e-01,1.000626190690600686e-01
1.591591591591591470e+00,1.436317563748844839e-01,9.904471751294283144e-02
1.601601601601601477e+00,1.446212217024591129e-01,9.799384060857574408e-02
1.611611611611611705e+00,1.455998989509515451e-01,9.690980447088055894e-02
1.621621621621621712e+00,1.465674544343397445e-01,9.579243246764758413e-02
1.631631631631631718e+00,1.475235529074866714e-01,9.464155541446368780e-02
1.641641641641641725e+00,1.484678576452213850e-01,9.345701177073438559e-02
1.651651651651651731e+00,1.494000305229965520e-01,9.223864783676369306e-02
1.661661661661661737e+00,1.503197320991065955e-01,9.098631795169768999e-02
1.671671671671671744e+00,1.512266216984497480e-01,8.969988469228983019e-02
1.681681681681681750e+00,1.521203574978174378e-01,8.837921907230987528e-02
1.691691691691691757e+00,1.530005966126911088e-01,8.702420074248819193e-02
1.701701701701701763e+00,1.538669951855279050e-01,8.563471819084336745e-02
1.711711711711711770e+00,1.547192084755131813e-01,8.421066894323732399e-02
1.721721721721721776e+00,1.555568909497588026e-01,8.275195976402971443e-02
1.731731731731731783e+00,1.563796963759234715e-01,8.125850685661403783e-02
1.741741741741741789e+00,1.571872779162307721e-01,7.973023606370834016e-02
1.751751751751751796e+00,1.579792882228599205e-01,7.816708306719850896e-02
1.761761761761761802e+00,1.587553795346824670e-01,7.656899358731825145e-02
1.771771771771771808e+00,1.595152037753169716e-01,7.493592358099121498e-02
1.781781781781781815e+00,1.602584126524732866e-01,7.326783943913380004e-02
1.791791791791791821e+00,1.609846577585564431e-01,7.156471818267205742e-02
1.801801801801801828e+00,1.616935906724991101e-01,6.982654765703995292e-02
1.811811811811811834e+00,1.623848630627903189e-01,6.805332672494164570e-02
1.821821821821821841e+00,1.630581267916673682e-01,6.624506545715237726e-02
1.831831831831831847e+00,1.637130340204371037e-01,6.440178532102867892e-02
1.841841841841841854e+00,1.643492373158899900e-01,6.252351936654838849e-02
1.851851851851851860e+00,1.649663897577721972e-01,6.061031240955699201e-02
1.861861861861861867e+00,1.655641450472766230e-01,5.866222121195174138e-02
1.871871871871871873e+00,1.661421576165155733e-01,5.667931465852617257e-02
1.881881881881881879e+00,1.667000827389347739e-01,5.466167393017018483e-02
1.891891891891891886e+00,1.672375766406288267e-01,5.260939267311792733e-02
1.901901901901901892e+00,1.677542966125157853e-01,5.052257716394255305e-02
1.911911911911911899e+00,1.682499011233293540e-01,4.840134647000490092e-02
1.921921921921921905e+00,1.687240499333843846e-01,4.624583260496283738e-02
1.931931931931931912e+00,1.691764042090719566e-01,4.405618067910007513e-02
1.941941941941941918e+00,1.696066266380383269e-01,4.183254904407898017e-02
1.951951951951951925e+00,1.700143815450017581e-01,3.957510943182344920e-02
1.961961961961961931e+00,1.703993350081604297e-01,3.728404708716628879e-02
1.971971971971971938e+00,1.707611549761433312e-01,3.495956089389166271e-02
1.981981981981981944e+00,1.710995113854550942e-01,3.260186349393503352e-02
1.991991991991991950e+00,1.714140762783667726e-01,3.021118139923265056e-02
2.002002002002002179e+00,1.717045239211999197e-01,2.778775509599483440e-02
2.012012012012012185e+00,1.719705309229557777e-01,2.533183914105566550e-02
2.022022022022022192e+00,1.722117763542359570e-01,2.284370224985223657e-02
2.032032032032032198e+00,1.724279418664030339e-01,2.032362737577009248e-02
2.042042042042042205e+00,1.726187118109282215e-01,1.777191178054870341e-02
2.052052052052052211e+00,1.727837733588726277e-01,1.518886709528009804e-02
2.062062062062062218e+00,1.729228166204473394e-01,1.257481937178388763e-02
2.072072072072072224e+00,1.730355347645986808e-01,9.930109124013397973e-03
2.082082082082082231e+00,1.731216241385628019e-01,7.255091359110342128e-03
2.092092092092092237e+00,1.731807843873341413e-01,4.550135597879517019e-03
2.102102102102102243e+00,1.732127185729920027e-01,1.815625884311560141e-03
2.112112112112112250e+00,1.732171332938282904e-01,-9.480392160655576111e-04
2.122122122122122256e+00,1.731937388032203928e-01,-3.740446629336683163e-03
2.132132132132132263e+00,1.731422491281914833e-01,-6.561168798135172571e-03
2.142142142142142269e+00,1.730623821876007551e-01,-9.409763718524118484e-03
2.152152152152152276e+00,1.729538599099069707e-01,-1.228577498914580797e-02
2.162162162162162282e+00,1.728164083504465098e-01,-1.518873187285724700e-02
2.172172172172172289e+00,1.726497578081680750e-01,-1.811814937096899170e-02
2.182182182182182295e+00,1.724536429417670991e-01,-2.107352831036922794e-02
2.192192192192192302e+00,1.722278028851597087e-01,-2.405435544364831896e-02
2.202202202202202308e+00,1.719719813622404003e-01,-2.706010356234006542e-02
2.212212212212212314e+00,1.716859268008635031e-01,-3.009023162348281599e-02
2.222222222222222321e+00,1.713693924459908369e-01,-3.314418488950023750e-02
2.232232232232232327e+00,1.710221364719483883e-01,-3.622139508153092435e-02
2.242242242242242334e+00,1.706439220937327750e-01,-3.932128054626757990e-02
2.252252252252252340e+00,1.702345176773109037e-01,-4.244324643625805443e-02
2.262262262262262347e+00,1.697936968488550913e-01,-4.558668490374936239e-02
2.272272272272272353e+00,1.693212386028560001e-01,-4.875097530799977347e-02
2.282282282282282360e+00,1.688169274090573213e-01,-5.193548443595182029e-02
2.292292292292292366e+00,1.682805533181555846e-01,-5.513956673631052047e-02
2.302302302302302373e+00,1.677119120662078078e-01,-5.836256456677203081e-02
2.312312312312312379e+00,1.671108051776936665e-01,-6.160380845431440849e-02
2.322322322322322385e+00,1.664770400671745365e-01,-6.486261736842638403e-02
2.332332332332332392e+00,1.658104301394966174e-01,-6.813829900695486663e-02
2.342342342342342398e+00,1.651107948884831811e-01,-7.143015009445127794e-02
2.352352352352352405e+00,1.643779599940627667e-01,-7.473745669266787517e-02
2.362362362362362411e+00,1.636117574177807787e-01,-7.805949452297511471e-02
2.372372372372372418e+00,1.628120254966417546e-01,-8.139552930034366085e-02
2.382382382382382424e+00,1.619786090352318131e-01,-8.474481707851298784e-02
2.392392392392392431e+00,1.611113593960703805e-01,-8.810660460605103383e-02
2.402402402402402437e+00,1.602101345881409011e-01,-9.148012969281546503e-02
2.412412412412412444e+00,1.592747993535529316e-01,-9.486462158642876286e-02
2.422422422422422450e+00,1.583052252522862136e-01,-9.825930135827523615e-02
2.432432432432432456e+00,1.573012907449710951e-01,-1.016633822985855140e-01
2.442442442442442463e+00,1.562628812736577277e-01,-1.050760703200378232e-01
2.452452452452452469e+00,1.551898893405308510e-01,-1.084965643693904525e-01
2.462462462462462476e+00,1.540822145845239521e-01,-1.119240568465782043e-01
2.472472472472472482e+00,1.529397638557921379e-01,-1.153577340306784910e-01
2.482482482482482489e+00,1.517624512880000331e-01,-1.187967765122069086e-01
2.492492492492492495e+00,1.505501983683852074e-01,-1.222403596310566581e-01
2.502502502502502502e+00,1.493029340055572196e-01,-1.256876539195289078e-01
2.512512512512512508e+00,1.480205945949940038e-01,-1.291378255497752092e-01
2.522522522522522515e+00,1.467031240821985438e-01,-1.325900367850014749e-01
2.532532532532532521e+00,1.453504740234802528e-01,-1.360434464337767213e-01
2.542542542542542527e+00,1.439626036443263646e-01,-1.394972103067853575e-01
2.552552552552552534e+00,1.425394798953301956e-01,-1.429504816753311425e-01
2.562562562562562540e+00,1.410810775056446087e-01,-1.464024117308999062e-01
2.572572572572572547e+00,1.395873790339301201e-01,-1.498521500451240329e-01
2.582582582582582553e+00,1.380583749167685614e-01,-1.532988450294415217e-01
2.592592592592592560e+00,1.364940635145147352e-01,-1.567416443937679482e-01
2.602602602602602566e+00,1.348944511545597247e-01,-1.601796956034921005e-01
2.612612612612612573e+00,1.332595521719813214e-01,-1.636121463341214666e-01
2.622622622622622579e+00,1.315893889475580891e-01,-1.670381449229233206e-01
2.632632632632632586e+00,1.298839919431250822e-01,-1.704568408168691818e-01
2.642642642642642592e+00,1.281433997342514564e-01,-1.738673850162380796e-01
2.652652652652652598e+00,1.263676590402205979e-01,-1.772689305132568172e-01
2.662662662662662605e+00,1.245568247512957999e-01,-1.806606327251477351e-01
2.672672672672672611e+00,1.227109599532555245e-01,-1.840416499209360512e-01
2.682682682682682618e+00,1.208301359491845001e-01,-1.874111436414796772e-01
2.692692692692692624e+00,1.189144322785073288e-01,-1.907682791121237398e-01
2.702702702702702631e+00,1.169639367332541424e-01,-1.941122256474129559e-01
2.712712712712712637e+00,1.149787453715482577e-01,-1.974421570473570697e-01
2.722722722722722644e+00,1.129589625283083099e-01,-2.007572519847237724e-01
2.732732732732732650e+00,1.109047008231581616e-01,-2.040566943828960311e-01
2.742742742742742657e+00,1.088160811655397159e-01,-2.073396737838027470e-01
2.752752752752752663e+00,1.066932327570258021e-01,-2.106053857055310563e-01
2.762762762762762669e+00,1.045362930908307342e-01,-2.138530319891923104e-01
2.772772772772772676e+00,1.023454079485191376e-01,-2.170818211346742799e-01
2.782782782782782682e+00,1.001207313939137533e-01,-2.202909686249397703e-01
2.792792792792792689e+00,9.786242576420572936e-02,-2.234796972385182379e-01
2.802802802802802695e+00,9.557066165827182713e-02,-2.266472373499802684e-01
2.812812812812812702e+00,9.324561792220383005e-02,-2.297928272180564113e-01
2.822822822822822708e+00,9.088748163205911945e-02,-2.329157132612085235e-01
2.832832832832832715e+00,8.849644807383996725e-02,-2.360151503204733214e-01
2.842842842842842721e+00,8.607272072071331381e-02,-2.390904019093818278e-01
2.852852852852852727e+00,8.361651120748221644e-02,-2.421407404508543748e-01
2.862862862862862734e+00,8.112803930232290184e-02,-2.451654475009149847e-01
2.872872872872872740e+00,7.860753287580250770e-02,-2.481638139592021175e-01
2.882882882882882747e+00,7.605522786719338957e-02,-2.511351402662173604e-01
2.892892892892892753e+00,7.347136824810218680e-02,-2.540787365872578807e-01
2.902902902902902760e+00,7.085620598343293775e-02,-2.569939229830923155e-01
2.912912912912912766e+00,6.821000098970436687e-02,-2.598800295674020822e-01
2.922922922922922773e+00,6.553302109074365944e-02,-2.627363966510387616e-01
2.932932932932932779e+00,6.282554197077978853e-02,-2.655623748732118261e-01
2.942942942942942786e+00,6.008784712496099967e-02,-2.683573253197201192e-01
2.952952952952952792e+00,5.732022780732209249e-02,-2.711206196283522107e-01
2.962962962962962798e+00,5.452298297622895640e-02,-2.738516400816347063e-01
2.972972972972972805e+00,5.169641923732827549e-02,-2.765497796871317360e-01
2.982982982982982811e+00,4.884085078403194169e-02,-2.792144422454667652e-01
2.992992992992992818e+00,4.595659933556713733e-02,-2.818450424063252968e-01
3.003003003003002824e+00,4.304399407262339550e-02,-2.844410057126858793e-01
3.013013013013012831e+00,4.010337157062997260e-02,-2.870017686335201712e-01
3.023023023023022837e+00,3.713507573069728396e-02,-2.895267785852795317e-01
3.033033033033032844e+00,3.413945770825733278e-02,-2.920154939424446372e-01
3.043043043043042850e+00,3.111687583943942292e-02,-2.944673840374520402e-01
3.053053053053052857e+00,2.806769556521789347e-02,-2.968819291503350111e-01
3.063063063063062863e+00,2.499228935337002161e-02,-2.992586204884044587e-01
3.073073073073072869e+00,2.189103661828281644e-02,-3.015969601563311953e-01
3.083083083083082876e+00,1.876432363864849115e-02,-3.038964611169764907e-01
3.093093093093092882e+00,1.561254347308923748e-02,-3.061566471433455616e-01
3.103103103103102889e+00,1.243609587375259923e-02,-3.083770527620402491e-01
3.113113113113112895e+00,9.235387197919667918e-03,-3.105572231885848078e-01
3.123123123123122902e+00,6.010830317668986594e-03,-3.126967142550178269e-01
3.133133133133132908e+00,2.762844527639724858e-03,-3.147950923301397474e-01
3.143143143143142915e+00,-5.081445490615788419e-04,-3.168519342328071642e-01
3.153153153153152921e+00,-3.801705056765835363e-03,-3.188668271386737030e-01
3.163163163163162928e+00,-7.117399004912304018e-03,-3.208393684807738233e-01
3.173173173173172934e+00,-1.045478236743953813e-02,-3.227691658443468392e-01
3.183183183183182940e+00,-1.381340518384980773e-02,-3.246558368563003949e-01
3.193193193193192947e+00,-1.719281166189999543e-02,-3.264990090697083569e-01
3.203203203203202953e+00,-2.059254028187142149e-02,-3.282983198437397498e-01
3.213213213213213404e+00,-2.401212390237094513e-02,-3.300534162194085908e-01
3.223223223223223410e+00,-2.745108986761406189e-02,-3.317639547915319231e-01
3.233233233233233417e+00,-3.090896011614374314e-02,-3.334296015772865718e-01
3.243243243243243423e+00,-3.438525129093305405e-02,-3.350500318817355994e-01
3.253253253253253430e+00,-3.787947485082463622e-02,-3.366249301607061595e-01
3.263263263263263436e+00,-4.139113718325673763e-02,-3.381539898813843981e-01
3.273273273273273443e+00,-4.491973971822641604e-02,-3.396369133809883922e-01
3.283283283283283449e+00,-4.846477904343995946e-02,-3.410734117238806151e-01
3.293293293293293456e+00,-5.202574702060094175e-02,-3.424632045574664274e-01
3.303303303303303462e+00,-5.560213090278560977e-02,-3.438060199672114958e-01
3.313313313313313468e+00,-5.919341345285573236e-02,-3.451015943311336875e-01
3.323323323323323475e+00,-6.279907306285892332e-02,-3.463496721740716988e-01
3.333333333333333481e+00,-6.641858387436609668e-02,-3.475500060220607645e-01
3.343343343343343488e+00,-7.005141589969632321e-02,-3.487023562571329172e-01
3.353353353353353494e+00,-7.369703514397905886e-02,-3.498064909728167415e-01
3.363363363363363501e+00,-7.735490372800363224e-02,-3.508621858306607000e-01
3.373373373373373507e+00,-8.102448001180681536e-02,-3.518692239180443715e-01
3.383383383383383514e+00,-8.470521871894826083e-02,-3.528273956075512752e-01
3.393393393393393520e+00,-8.839657106142508047e-02,-3.537364984181808336e-01
3.403403403403403527e+00,-9.209798486517585536e-02,-3.545963368786487768e-01
3.413413413413413533e+00,-9.580890469612567129e-02,-3.554067223930296171e-01
3.423423423423423539e+00,-9.952877198672317738e-02,-3.561674731089559676e-01
3.433433433433433546e+00,-1.032570251629214286e-01,-3.568784137886533148e-01
3.443443443443443552e+00,-1.069930997715549531e-01,-3.575393756829894354e-01
3.453453453453453559e+00,-1.107364286080646243e-01,-3.581501964087411838e-01
3.463463463463463565e+00,-1.144864418445235982e-01,-3.587107198293446597e-01
3.473473473473473572e+00,-1.182425671579176579e-01,-3.592207959392563765e-01
3.483483483483483578e+00,-1.220042298586328372e-01,-3.596802807521368162e-01
3.493493493493493585e+00,-1.257708530191049556e-01,-3.600890361930518258e-01
3.503503503503503591e+00,-1.295418576025853807e-01,-3.604469299948216410e-01
3.513513513513513598e+00,-1.333166625919776915e-01,-3.607538355987160994e-01
3.523523523523523604e+00,-1.370946851187013205e-01,-3.610096320596317687e-01
3.533533533533533610e+00,-1.408753405915376122e-01,-3.612142039558804973e-01
3.543543543543543617e+00,-1.446580428254150841e-01,-3.613674413037604727e-01
3.553553553553553623e+00,-1.484422041700913519e-01,-3.614692394770074868e-01
3.563563563563563630e+00,-1.522272356386886738e-01,-3.615194991312605799e-01
3.573573573573573636e+00,-1.560125470360423094e-01,-3.615181261336537499e-01
3.583583583583583643e+00,-1.597975470868198133e-01,-3.614650314976370349e-01
3.593593593593593649e+00,-1.635816435633714316e-01,-3.613601313231313283e-01
3.603603603603603656e+00,-1.673642434132714685e-01,-3.612033467420990296e-01
3.613613613613613662e+00,-1.711447528865117085e-01,-3.609946038696221216e-01
3.623623623623623669e+00,-1.749225776623079820e-01,-3.607338337605438539e-01
3.633633633633633675e+00,-1.786971229754826807e-01,-3.604209723717899938e-01
3.643643643643643681e+00,-1.824677937423856977e-01,-3.600559605303803035e-01
3.653653653653653688e+00,-1.862339946863174611e-01,-3.596387439072107894e-01
3.663663663663663694e+00,-1.899951304624186155e-01,-3.591692729966500797e-01
3.673673673673673701e+00,-1.937506057819907979e-01,-3.586475031020043280e-01
3.683683683683683707e+00,-1.974998255362151733e-01,-3.580733943268693542e-01
3.693693693693693714e+00,-2.012421949192340354e-01,-3.574469115723950541e-01
3.703703703703703720e+00,-2.049771195505640520e-01,-3.567680245405160933e-01
3.713713713713713727e+00,-2.087040055968079066e-01,-3.560367077431125793e-01
3.723723723723723733e+00,-2.124222598926338024e-01,-3.552529405171421240e-01
3.733733733733733740e+00,-2.161312900609917431e-01,-3.544167070457610036e-01
3.743743743743743746e+00,-2.198305046325378376e-01,-3.535279963853932284e-01
3.753753753753753752e+00,-2.235193131642362607e-01,-3.525868024987364180e-01
3.763763763763763759e+00,-2.271971263571117838e-01,-3.515931242937059831e-01
3.773773773773773765e+00,-2.308633561731245898e-01,-3.505469656682774771e-01
3.783783783783783772e+00,-2.345174159511411449e-01,-3.494483355612225672e-01
3.793793793793793778e+00,-2.381587205219753700e-01,-3.482972480086309885e-01
3.803803803803803785e+00,-2.417866863224738538e-01,-3.470937222062519534e-01
