x,y,theta
2.822822822822822886e+01,1.741214794267342825e-01,-8.888187261462532351e-02
2.842842842842842899e+01,1.560768875174691761e-01,-9.090000628268482541e-02
2.862862862862862912e+01,1.376235430424372908e-01,-9.293165223608508552e-02
2.882882882882882924e+01,1.187585674624427323e-01,-9.497677811040032558e-02
2.902902902902902937e+01,9.947908223829027285e-02,-9.703535077366022554e-02
2.922922922922922950e+01,7.978220883078401826e-02,-9.910733631773645247e-02
2.942942942942942963e+01,5.966506870072896263e-02,-1.011927000498093615e-01
2.962962962962962976e+01,3.912478330892898981e-02,-1.032914064839201007e-01
2.982982982982982989e+01,1.815847411618864982e-02,-1.054034193326124635e-01
3.003003003003003357e+01,-3.236727701617755221e-03,-1.075277421416551554e-01
3.023023023023023370e+01,-2.505935193059567051e-02,-1.096108521383047790e-01
3.043043043043043383e+01,-4.729677365765116992e-02,-1.116220085320151906e-01
3.063063063063063396e+01,-6.993460018680656975e-02,-1.135612908048818648e-01
3.083083083083083409e+01,-9.295843882208411346e-02,-1.154287782900430132e-01
3.103103103103103422e+01,-1.163538968675061208e-01,-1.172245498764620392e-01
3.123123123123123435e+01,-1.401065816270948838e-01,-1.189486837259361718e-01
3.143143143143143448e+01,-1.642021004048727084e-01,-1.206012570022143987e-01
3.163163163163163460e+01,-1.886260605048618311e-01,-1.221823456121054197e-01
3.183183183183183473e+01,-2.133640692310845854e-01,-1.236920239584519132e-01
3.203203203203203486e+01,-2.384017338875632774e-01,-1.251303647048462586e-01
3.223223223223223499e+01,-2.637246617783201574e-01,-1.264974385519615219e-01
3.243243243243243512e+01,-2.893184602073775036e-01,-1.277933140253714739e-01
3.263263263263263525e+01,-3.151687364787577050e-01,-1.290180572747338938e-01
3.283283283283283538e+01,-3.412610978964829012e-01,-1.301717318842140481e-01
3.303303303303303551e+01,-3.675811517645754534e-01,-1.312543986940249985e-01
3.323323323323323564e+01,-3.941145053870577786e-01,-1.322661156329681120e-01
3.343343343343343577e+01,-4.208467660679519051e-01,-1.332069375618569196e-01
3.363363363363363590e+01,-4.477635411112803610e-01,-1.340769161277146904e-01
3.383383383383383602e+01,-4.748504378210652854e-01,-1.348760996286390013e-01
3.403403403403403615e+01,-5.020930635013290955e-01,-1.356045328892332702e-01
3.423423423423423628e+01,-5.294770254560939859e-01,-1.362622571465092192e-01
3.443443443443443641e+01,-5.569879309893822628e-01,-1.368493099461730311e-01
3.463463463463463654e+01,-5.846113874052162318e-01,-1.373657250492114901e-01
3.483483483483483667e+01,-6.123330020076183100e-01,-1.378115323487044963e-01
3.503503503503503680e+01,-6.401383821006103592e-01,-1.381867577967946514e-01
3.523523523523523693e+01,-6.680131349882152403e-01,-1.384914233417544882e-01
3.543543543543543706e+01,-6.959428679744548152e-01,-1.387255468750983045e-01
3.563563563563563719e+01,-7.239131883633516118e-01,-1.388891421886941369e-01
3.583583583583583732e+01,-7.519097034589278250e-01,-1.389822189418393472e-01
3.603603603603603744e+01,-7.799180205652056497e-01,-1.390047826382719842e-01
3.623623623623623757e+01,-8.079237469862076138e-01,-1.389568346130975185e-01
3.643643643643643770e+01,-8.359124900259558011e-01,-1.388383720296207657e-01
3.663663663663663783e+01,-8.638698569884726286e-01,-1.386493878860785844e-01
3.683683683683683796e+01,-8.917814551777805132e-01,-1.383898710322816472e-01
3.703703703703703809e+01,-9.196328918979013167e-01,-1.380598061961766654e-01
3.723723723723723822e+01,-9.474097744528576781e-01,-1.376591740203543246e-01
3.743743743743743835e+01,-9.750977101466717922e-01,-1.371879511085326020e-01
3.763763763763763848e+01,-1.002682306283365854e+00,-1.366461100820554886e-01
3.783783783783783861e+01,-1.030149170166962502e+00,-1.360336196464544400e-01
3.803803803803803874e+01,-1.057483909101483377e+00,-1.353504446681278728e-01
3.823823823823823886e+01,-1.084672130390951672e+00,-1.345965462612021823e-01
3.843843843843843899e+01,-1.111699441339388805e+00,-1.337718818846443392e-01
3.863863863863863912e+01,-1.138551449250817305e+00,-1.328764054497041103e-01
3.883883883883883925e+01,-1.165213761429259920e+00,-1.319100674377707005e-01
3.903903903903903938e+01,-1.191671985178738513e+00,-1.308728150287337966e-01
3.923923923923923951e+01,-1.217911727803275612e+00,-1.297645922399474627e-01
3.943943943943943964e+01,-1.243918596606893079e+00,-1.285853400758986687e-01
3.963963963963963977e+01,-1.269678198893613885e+00,-1.273349966886881957e-01
3.983983983983983990e+01,-1.295176141967459449e+00,-1.260134975494369980e-01
4.004004004004004003e+01,-1.320398033132453186e+00,-1.246207756307338571e-01
4.024024024024024015e+01,-1.345329479692615848e+00,-1.231567616002445520e-01
4.044044044044044028e+01,-1.369956088951971740e+00,-1.216213840256044343e-01
4.064064064064064041e+01,-1.394263468214540946e+00,-1.200145695907205989e-01
4.084084084084084054e+01,-1.418237224784347550e+00,-1.183362433236073014e-01
4.104104104104104067e+01,-1.441862965965412746e+00,-1.165863288358829214e-01
4.124124124124124080e+01,-1.465126299061759507e+00,-1.147647485740532630e-01
4.144144144144144093e+01,-1.488012831377409473e+00,-1.128714240827057014e-01
4.164164164164164106e+01,-1.510508170216385615e+00,-1.109062762797373147e-01
4.184184184184184119e+01,-1.532597922882710018e+00,-1.088692257437341993e-01
4.204204204204204132e+01,-1.554267696680404764e+00,-1.067601930136179572e-01
4.224224224224224145e+01,-1.575503098913492162e+00,-1.045790989006665506e-01
4.244244244244244157e+01,-1.596289736885994515e+00,-1.023258648130121046e-01
4.264264264264264170e+01,-1.616613217901934352e+00,-1.000004130927092533e-01
4.284284284284284894e+01,-1.636459149265334201e+00,-9.760266736545707145e-02
4.304304304304304907e+01,-1.655813138280215036e+00,-9.513255290304964418e-02
4.324324324324324920e+01,-1.674660792250600494e+00,-9.258999699861376886e-02
4.344344344344344933e+01,-1.692987718480512216e+00,-8.997492935468215380e-02
4.364364364364364945e+01,-1.710779524273972951e+00,-8.728728248413271384e-02
4.384384384384384958e+01,-1.728021816935004562e+00,-8.452699212400817397e-02
4.404404404404404971e+01,-1.744700203767629576e+00,-8.169399766221066561e-02
4.424424424424424984e+01,-1.760800292075870299e+00,-7.878824257704651612e-02
4.444444444444444997e+01,-1.776307689163748815e+00,-7.580967488957211786e-02
4.464464464464465010e+01,-1.791208002335287208e+00,-7.275824762866855977e-02
4.484484484484485023e+01,-1.805486838894508228e+00,-6.963391930874690550e-02
4.504504504504505036e+01,-1.819129806145434403e+00,-6.643665441995501297e-02
4.524524524524525049e+01,-1.832122511392087594e+00,-6.316642393073042261e-02
4.544544544544545062e+01,-1.844450561938490107e+00,-5.982320580250687775e-02
4.564564564564565075e+01,-1.856099565088664471e+00,-5.640698551635214830e-02
4.584584584584585087e+01,-1.867055128146631882e+00,-5.291775661127411795e-02
4.604604604604605100e+01,-1.877302858416416864e+00,-4.935552123389622126e-02
4.624624624624625113e+01,-1.886828363202039727e+00,-4.572029069916172528e-02
4.644644644644645126e+01,-1.895617249807522997e+00,-4.201208606168211485e-02
4.664664664664665139e+01,-1.903655125536889869e+00,-3.823093869730267991e-02
4.684684684684685152e+01,-1.910927597694161983e+00,-3.437689089440795071e-02
4.704704704704705165e+01,-1.917420273583361867e+00,-3.044999645444389572e-02
4.724724724724725178e+01,-1.923118760508512048e+00,-2.645032130108000007e-02
4.744744744744745191e+01,-1.928008665773633723e+00,-2.237794409738337251e-02
4.764764764764765204e+01,-1.932075596682750529e+00,-1.823295687032194801e-02
4.784784784784785217e+01,-1.935305160539884328e+00,-1.401546564185659517e-02
4.804804804804805229e+01,-1.937682964649056760e+00,-9.725591065825718584e-03
4.824824824824825242e+01,-1.939194616314291020e+00,-5.363469069765283009e-03
4.844844844844845255e+01,-1.939825722839608968e+00,-9.292515007468829481e-04
4.864864864864865268e+01,-1.939561891529033133e+00,3.576893225743358728e-03
4.884884884884885281e+01,-1.938388729686585155e+00,8.154779474927960695e-03
4.904904904904905294e+01,-1.936291844616288227e+00,1.280420374096593802e-02
4.924924924924925307e+01,-1.933256843622164212e+00,1.752494399545355061e-02
4.944944944944945320e+01,-1.929269334008234527e+00,2.231675903742800365e-02
4.964964964964965333e+01,-1.924314923078523254e+00,2.717938784616990774e-02
4.984984984984985346e+01,-1.918379218137050479e+00,3.211254893816068573e-02
5.005005005005005358e+01,-1.911447826487842061e+00,3.711593972961287069e-02
5.025025025025025371e+01,-1.903506355434916308e+00,4.218923590605574980e-02
5.045045045045045384e+01,-1.894540412282297748e+00,4.733209080051320461e-02
5.065065065065065397e+01,-1.884535604334006464e+00,5.254413478187061615e-02
5.085085085085085410e+01,-1.873477538894068761e+00,5.782497465508226048e-02
5.105105105105105423e+01,-1.861351823266503835e+00,6.317419307492103120e-02
5.125125125125125436e+01,-1.848144064755333993e+00,6.859134797502372538e-02
5.145145145145145449e+01,-1.833839870664581984e+00,7.407597201402588150e-02
5.165165165165165462e+01,-1.818424848298271890e+00,7.962757204062634320e-02
5.185185185185185475e+01,-1.801884604960422909e+00,8.524562857945038041e-02
5.205205205205205488e+01,-1.784204747955060011e+00,9.092959533961948726e-02
5.225225225225225500e+01,-1.765370884586203726e+00,9.667889874795290717e-02
5.245245245245245513e+01,-1.745368622157877248e+00,1.024929375087489658e-01
5.265265265265265526e+01,-1.724183567974102438e+00,1.083710821921070877e-01
5.285285285285285539e+01,-1.701801329338902491e+00,1.143126748527525799e-01
5.305305305305305552e+01,-1.678207513556297936e+00,1.203170286813267514e-01
5.325325325325325565e+01,-1.653387727930312856e+00,1.263834276900923925e-01
5.345345345345345578e+01,-1.627327579764968224e+00,1.325111264349874973e-01
5.365365365365365591e+01,-1.600012676364286790e+00,1.386993497759275717e-01
5.385385385385385604e+01,-1.571428625032290860e+00,1.449472926772254755e-01
5.405405405405405617e+01,-1.541561033073004516e+00,1.512541200499444849e-01
5.425425425425425630e+01,-1.510395507790446068e+00,1.576189666379503029e-01
5.445445445445445642e+01,-1.477917656488641818e+00,1.640409369493530389e-01
5.465465465465465655e+01,-1.444113086471610075e+00,1.705191052349619152e-01
5.485485485485485668e+01,-1.408967405043377141e+00,1.770525155152802010e-01
5.505505505505505681e+01,-1.372466219507963103e+00,1.836401816574770585e-01
5.525525525525525694e+01,-1.334595137169390711e+00,1.902810875036601290e-01
5.545545545545545707e+01,-1.295339765331682713e+00,1.969741870516565074e-01
5.565565565565565720e+01,-1.254685711298860085e+00,2.037184046893844025e-01
5.585585585585585733e+01,-1.212618582374946463e+00,2.105126354837550118e-01
5.605605605605605746e+01,-1.169123985863962822e+00,2.173557455249006398e-01
5.625625625625625759e+01,-1.124187529069931912e+00,2.242465723263676325e-01
5.645645645645645772e+01,-1.077794819296878259e+00,2.311839252817501633e-01
5.665665665665665784e+01,-1.029931463848820172e+00,2.381665861780643823e-01
5.685685685685685797e+01,-9.805830700297839542e-01,2.451933097659873551e-01
5.705705705705705810e+01,-9.297352451437888021e-01,2.522628243868965670e-01
5.725725725725725823e+01,-8.773735964948592425e-01,2.593738326564558605e-01
5.745745745745745836e+01,-8.234837313870135844e-01,2.665250122042944203e-01
5.765765765765765849e+01,-7.680512571242799069e-01,2.737150164691312115e-01
5.785785785785785862e+01,-7.110617810106774073e-01,2.809424755484870584e-01
5.805805805805805875e+01,-6.525009103502270591e-01,2.882059971019303446e-01
5.825825825825825888e+01,-5.923542524469533888e-01,2.955041673065896268e-01
5.845845845845845901e+01,-5.306074146048782580e-01,3.028355518634714971e-01
5.865865865865865914e+01,-4.672460041280226406e-01,3.101986970529107546e-01
5.885885885885885926e+01,-4.022556283204128391e-01,3.175921308372897101e-01
5.905905905905905939e+01,-3.356218944860653863e-01,3.250143640089637187e-01
5.925925925925925952e+01,-2.673304099290048086e-01,3.324638913811416852e-01
5.945945945945945965e+01,-1.973667819532565204e-01,3.399391930192950939e-01
5.965965965965965978e+01,-1.257166178628379427e-01,3.474387355104847086e-01
5.985985985985986702e+01,-5.236552496177271365e-02,3.549609732678407070e-01
6.006006006006006714e+01,2.270077479449319341e-02,3.624993431873679284e-01
6.026026026026026727e+01,9.948768882755743004e-02,3.699738257961729393e-01
6.046046046046046740e+01,1.779855882373822529e-01,3.773573711129560859e-01
6.066066066066066753e+01,2.581833876262391581e-01,3.846503788049855932e-01
6.086086086086086766e+01,3.400700015963994405e-01,3.918532827011541042e-01
6.106106106106106779e+01,4.236343447501346171e-01,3.989665488046046926e-01
6.126126126126126792e+01,5.088653316897160384e-01,4.059906733539112578e-01
6.146146146146146805e+01,5.957518770174149436e-01,4.129261809348373502e-01
6.166166166166166818e+01,6.842828953355027943e-01,4.197736226443630758e-01
6.186186186186186831e+01,7.744473012462511630e-01,4.265335743083487063e-01
6.206206206206206843e+01,8.662340093519313999e-01,4.332066347539074158e-01
6.226226226226226856e+01,9.596319342548147446e-01,4.397934241372843944e-01
6.246246246246246869e+01,1.054629990557172547e+00,4.462945823277802426e-01
6.266266266266266882e+01,1.151217092861276825e+00,4.527107673480230687e-01
6.286286286286286895e+01,1.249382155769398040e+00,4.590426538706725568e-01
6.306306306306306908e+01,1.349114093883807985e+00,4.652909317714452042e-01
6.326326326326326921e+01,1.450401821806778013e+00,4.714563047381633565e-01
6.346346346346346934e+01,1.553234254140580139e+00,4.775394889353715144e-01
6.366366366366366947e+01,1.657600305487484604e+00,4.835412117239146212e-01
6.386386386386386960e+01,1.763488890449764090e+00,4.894622104347404190e-01
6.406406406406406973e+01,1.870888923629688838e+00,4.953032311960719469e-01
6.426426426426426985e+01,1.979789319629530864e+00,5.010650278129948898e-01
6.446446446446446998e+01,2.090178993051561296e+00,5.067483606984110045e-01
6.466466466466467011e+01,2.202046858498051929e+00,5.123539958542361328e-01
6.486486486486487024e+01,2.315381830571273891e+00,5.178827039016521416e-01
6.506506506506507037e+01,2.430172823873498089e+00,5.233352591591667879e-01
6.526526526526527050e+01,2.546408753006997205e+00,5.287124387671935377e-01
6.546546546546547063e+01,2.664078532574040814e+00,5.340150218578232355e-01
6.566566566566567076e+01,2.783171077176902042e+00,5.392437887684347064e-01
6.586586586586587089e+01,2.903675301417851795e+00,5.443995202977677250e-01
6.606606606606607102e+01,3.025580119899160536e+00,5.494829970030744581e-01
6.626626626626627115e+01,3.148874447223100947e+00,5.544949985369533874e-01
6.646646646646647127e+01,3.273547197991943492e+00,5.594363030224699385e-01
6.666666666666667140e+01,3.399587286807959519e+00,5.643076864651768165e-01
6.686686686686687153e+01,3.526983628273421267e+00,5.691099222006475999e-01
6.706706706706707166e+01,3.655725136990600088e+00,5.738437803761610168e-01
6.726726726726727179e+01,3.785800727561766887e+00,5.785100274651777674e-01
6.746746746746747192e+01,3.917199314589193460e+00,5.831094258132843988e-01
6.766766766766767205e+01,4.049909812675149823e+00,5.876427332142912796e-01
6.786786786786787218e+01,4.183921136421909104e+00,5.921107025152024805e-01
6.806806806806807231e+01,4.319222200431742209e+00,5.965140812488028965e-01
6.826826826826827244e+01,4.455801919306919601e+00,6.008536112926322614e-01
6.846846846846847257e+01,4.593649207649714405e+00,6.051300285531532319e-01
6.866866866866867269e+01,4.732752980062397086e+00,6.093440626739454746e-01
6.886886886886887282e+01,4.873102151147238104e+00,6.134964367667965490e-01
6.906906906906907295e+01,5.014685635506509698e+00,6.175878671645887996e-01
6.926926926926927308e+01,5.157492347742484107e+00,6.216190631949175538e-01
6.946946946946947321e+01,5.301511202457431793e+00,6.255907269734122256e-01
6.966966966966967334e+01,5.446731114253624106e+00,6.295035532157603475e-01
6.986986986986987347e+01,5.593140997733332398e+00,6.333582290674752979e-01
7.007007007007007360e+01,5.740729767498828906e+00,6.371554339504797992e-01
7.027027027027027373e+01,5.889486338152383205e+00,6.408958394256080160e-01
7.047047047047047386e+01,6.039399624296268421e+00,6.445801090701720470e-01
7.067067067067067399e+01,6.190458540532755904e+00,6.482088983697582574e-01
7.087087087087087411e+01,6.342652001464117006e+00,6.517828546234653020e-01
7.107107107107107424e+01,6.495968921692622189e+00,6.553026168618170111e-01
7.127127127127127437e+01,6.650398215820543690e+00,6.587688157766209418e-01
7.147147147147147450e+01,6.805928798450151973e+00,6.621820736620716019e-01
7.167167167167167463e+01,6.962549584183719276e+00,6.655430043664271045e-01
7.187187187187187476e+01,7.120249487623516949e+00,6.688522132536183218e-01
7.207207207207207489e+01,7.279017423371815454e+00,6.721102971741769183e-01
7.227227227227227502e+01,7.438842306030887030e+00,6.753178444448976192e-01
7.247247247247247515e+01,7.599713050203003917e+00,6.784754348366729415e-01
7.267267267267267528e+01,7.761618570490434799e+00,6.815836395699712558e-01
7.287287287287287540e+01,7.924547781495453691e+00,6.846430213174455881e-01
7.307307307307307553e+01,8.088489597820331056e+00,6.876541342131928802e-01
7.327327327327327566e+01,8.253432934067339133e+00,6.906175238681998563e-01
7.347347347347347579e+01,8.419366704838747495e+00,6.935337273915390677e-01
7.367367367367367592e+01,8.586279824736829269e+00,6.964032734168983385e-01
7.387387387387387605e+01,8.754161208363855806e+00,6.992266821340452632e-01
7.407407407407407618e+01,8.922999770322096680e+00,7.020044653248540545e-01
7.427427427427427631e+01,9.092784425213825017e+00,7.047371264035356964e-01
7.447447447447447644e+01,9.263504087641310392e+00,7.074251604607337818e-01
7.467467467467467657e+01,9.435147672206827707e+00,7.100690543111649600e-01
7.487487487487487670e+01,9.607704093512644761e+00,7.126692865445011238e-01
7.507507507507507682e+01,9.781162266161034680e+00,7.152263275792026809e-01
7.527527527527527695e+01,9.955511104754268814e+00,7.177406397190363441e-01
7.547547547547547708e+01,1.013073952389461496e+01,7.202126772120134302e-01
7.567567567567567721e+01,1.030683643818435336e+01,7.226428863115096357e-01
