Vehicle X,Vehicle Y,Vehicle_Yaw,Velocity X,Velocity Y,Cargo X,Cargo Y,Cargo Z
5.2191286,-0.027633741,-0.005829236,2.4032345,-0.0153076695,5.1324015,-0.02655939,1.3496866
5.247933,-0.02783856,-0.00584612,2.3960738,-0.017757695,5.1612096,-0.026760839,1.3496878
5.276639,-0.028083876,-0.005881642,2.3968892,-0.02145821,5.18992,-0.027000085,1.3496923
5.3054857,-0.028380292,-0.0059395568,2.4014585,-0.025765061,5.2187614,-0.02728789,1.3496946
5.334232,-0.028726993,-0.006019751,2.3944092,-0.029922863,5.247512,-0.027624317,1.3496932
5.3629384,-0.02912276,-0.006121189,2.3922563,-0.03400389,5.276221,-0.028008245,1.3496907
5.391705,-0.029565608,-0.006242555,2.4021065,-0.037872877,5.304983,-0.028437858,1.3496889
5.420714,-0.030041538,-0.0063765584,2.4228785,-0.040085692,5.333979,-0.028900634,1.34969
5.4499574,-0.030540759,-0.006518512,2.4401171,-0.042167954,5.3632092,-0.029386578,1.3496913
5.4793115,-0.031071976,-0.0066730613,2.4459558,-0.04498963,5.392556,-0.029902946,1.3496894
5.5086565,-0.03161482,-0.0068306164,2.4452581,-0.044974837,5.4219017,-0.030432355,1.3496869
5.538036,-0.03215335,-0.0069836522,2.4516406,-0.04504767,5.4512796,-0.030958595,1.349684
5.5675473,-0.03271026,-0.007143104,2.4602306,-0.046953343,5.480785,-0.031501096,1.3496832
5.5970955,-0.033272874,-0.0073028817,2.4625373,-0.04653246,5.5103316,-0.032050252,1.3496827
5.6266484,-0.033815436,-0.0074510565,2.4626002,-0.044785578,5.539885,-0.032581896,1.3496813
5.6562347,-0.03432994,-0.0075843623,2.4687445,-0.042152006,5.56947,-0.033087414,1.3496813
5.685935,-0.034815248,-0.007702109,2.4748478,-0.039947595,5.5991654,-0.033564903,1.3496802
5.7156267,-0.035293907,-0.007815381,2.47413,-0.040091496,5.6288586,-0.034034323,1.3496791
5.745311,-0.035793766,-0.007937105,2.473575,-0.04229772,5.6585436,-0.034522116,1.3496792
5.774929,-0.036328472,-0.008073503,2.4629855,-0.045296255,5.688169,-0.035042457,1.3496823
5.8044147,-0.036902048,-0.008226377,2.4617577,-0.04876193,5.717663,-0.035599887,1.3496884
5.834106,-0.037522316,-0.008397791,2.4776073,-0.052648157,5.7473445,-0.036201976,1.3496904
5.8639603,-0.038162455,-0.0085752085,2.4913406,-0.053188197,5.7771873,-0.03682564,1.3496916
5.893939,-0.038772658,-0.008735429,2.4981105,-0.049787093,5.807158,-0.037424568,1.3496945
5.923933,-0.03932119,-0.008864748,2.5011022,-0.044257466,5.8371496,-0.037966914,1.3496944
5.9540205,-0.03982719,-0.008972728,2.5102446,-0.041868206,5.8672323,-0.03846681,1.3496898
5.9842796,-0.04033812,-0.00908139,2.5271158,-0.04303951,5.897483,-0.038968038,1.3496888
6.0147343,-0.04088029,-0.009202225,2.5376337,-0.04593971,5.9279284,-0.03949729,1.3496904
6.045216,-0.04146361,-0.009340136,2.5431042,-0.04957344,5.958408,-0.040065486,1.3496883
6.075738,-0.042081594,-0.009491916,2.5379775,-0.05188558,5.988932,-0.040667932,1.3496888
6.1061134,-0.042696703,-0.00964053,2.5356152,-0.05086183,6.0193167,-0.041270565,1.3496933
6.136574,-0.04330172,-0.009781847,2.5325055,-0.050349064,6.0497785,-0.04186428,1.3496947
6.166884,-0.043899048,-0.0099186115,2.5309162,-0.049590487,6.0800967,-0.042450693,1.3496976
6.1974425,-0.044490736,-0.010049484,2.5520177,-0.049289223,6.1106434,-0.04303159,1.3496976
6.2282405,-0.04509371,-0.010182695,2.570043,-0.050714128,6.141427,-0.04362218,1.3496971
6.259231,-0.045728628,-0.010327966,2.5879958,-0.05376563,6.172405,-0.044242106,1.3496964
6.290415,-0.046407554,-0.010490317,2.5984354,-0.057478648,6.2035785,-0.04490381,1.3496964
6.3216486,-0.047131706,-0.010670844,2.60762,-0.06137071,6.234808,-0.045609146,1.3496941
6.353054,-0.047876682,-0.010857173,2.6169608,-0.061846618,6.2662063,-0.046337005,1.3496934
6.384519,-0.048618704,-0.011038751,2.6275723,-0.0620791,6.2976675,-0.047063828,1.3496908
6.416239,-0.04936445,-0.011218466,2.6480758,-0.062010016,6.3293753,-0.04779441,1.349693
6.4481683,-0.05008542,-0.011382992,2.6639228,-0.059180565,6.361293,-0.0485034,1.3496946
6.4802513,-0.050773606,-0.0115294065,2.676999,-0.056922242,6.393368,-0.049181454,1.3496922
6.5124507,-0.05143061,-0.011659062,2.6826992,-0.05379429,6.4255614,-0.04982984,1.3496921
6.544696,-0.052036453,-0.01176307,2.6926465,-0.049404483,6.457804,-0.050430365,1.3496938
6.5771813,-0.05258328,-0.011837251,2.710535,-0.044180788,6.4902782,-0.05097509,1.3496975
6.6097975,-0.053072523,-0.011883688,2.718641,-0.039764874,6.5228887,-0.051464073,1.349695
6.642434,-0.053511,-0.011906386,2.7195609,-0.035393953,6.555526,-0.05190369,1.3496916
6.6751094,-0.05392077,-0.011915696,2.7266557,-0.034133065,6.5882,-0.052313723,1.3496882
6.7079015,-0.05432106,-0.011920143,2.731229,-0.032862667,6.62099,-0.052713655,1.3496867
6.740571,-0.05471286,-0.011921441,2.7165968,-0.032806154,6.65367,-0.05310486,1.3496873
6.773027,-0.055102576,-0.011923098,2.7044804,-0.03221625,6.686141,-0.05349392,1.3496903
6.8055363,-0.05549386,-0.011924697,2.714094,-0.033023693,6.718649,-0.053884093,1.3496903
6.838164,-0.05591798,-0.0119409235,2.713868,-0.036181215,6.7512736,-0.054303907,1.3496937
6.870604,-0.05637178,-0.01197155,2.703053,-0.03822824,6.7837243,-0.05475257,1.3496944
6.903051,-0.056851692,-0.012013188,2.7053483,-0.040726934,6.816171,-0.05522663,1.3496915
6.9355326,-0.0573736,-0.01207326,2.7053685,-0.04446059,6.848651,-0.055740293,1.3496884
6.96797,-0.05792969,-0.01214812,2.7037382,-0.046807,6.88109,-0.05628766,1.3496848
7.000362,-0.0585114,-0.012233664,2.6936748,-0.049057487,6.9134874,-0.056860287,1.3496863
7.0325847,-0.0591292,-0.012335587,2.6881237,-0.05246926,6.9457192,-0.057466935,1.3496906
7.0649357,-0.05979013,-0.012454835,2.69796,-0.055860385,6.9780645,-0.058114965,1.3496879
7.09732,-0.060475335,-0.012582934,2.6953144,-0.05729154,7.0104475,-0.058787953,1.3496855
7.129582,-0.06117596,-0.012716858,2.6884034,-0.05890434,7.042715,-0.059476368,1.3496848
7.161875,-0.06188152,-0.012850747,2.693876,-0.05847524,7.075006,-0.06017077,1.3496838
7.194266,-0.06258198,-0.012979494,2.6990528,-0.058511198,7.107392,-0.06086085,1.3496817
7.2266393,-0.06329692,-0.013113273,2.6969483,-0.059993185,7.1397657,-0.06156375,1.3496796
7.2589803,-0.064026415,-0.013252131,2.694873,-0.060975082,7.172108,-0.062280647,1.3496788
7.291295,-0.06474374,-0.01338347,2.6912622,-0.0590729,7.2044244,-0.0629879,1.3496811
7.3235497,-0.06541282,-0.013490927,2.6877341,-0.054510143,7.2366815,-0.06365147,1.3496851
7.3557687,-0.066014625,-0.013566271,2.6824563,-0.04860363,7.268903,-0.06425188,1.349688
7.3878465,-0.06654473,-0.013608784,2.6688118,-0.042741347,7.3009896,-0.06478346,1.3496897
7.419753,-0.06703616,-0.013634633,2.6576085,-0.040778544,7.3329077,-0.065274976,1.34969
7.451655,-0.067513585,-0.0136540765,2.66189,-0.03932598,7.3648095,-0.06575132,1.3496878
7.4836264,-0.067975014,-0.013665335,2.659936,-0.03821906,7.396779,-0.06621211,1.3496873
7.5154386,-0.068443134,-0.013680876,2.6507988,-0.039537564,7.4285984,-0.06667759,1.3496883
7.5473013,-0.06892116,-0.013700419,2.6600473,-0.0397053,7.4604573,-0.06715277,1.3496882
7.5794005,-0.06937594,-0.013706874,2.680199,-0.037112076,7.492542,-0.06760819,1.3496913
7.6116867,-0.06981262,-0.013703666,2.6903038,-0.036428876,7.5248165,-0.06804592,1.3496921
7.6439276,-0.07026956,-0.013710789,2.6836357,-0.03879951,7.5570593,-0.06850041,1.3496903
7.67607,-0.07074258,-0.013725813,2.6797192,-0.039357353,7.5892067,-0.068970725,1.3496879
7.7082524,-0.071221694,-0.0137428725,2.6816437,-0.040302094,7.6213875,-0.06944745,1.3496848
7.740475,-0.07170481,-0.01376118,2.6891787,-0.040031034,7.653607,-0.06992871,1.3496834
7.7728415,-0.07218857,-0.0137784695,2.697334,-0.040602185,7.685966,-0.07041071,1.3496833
7.8052306,-0.07267303,-0.013795801,2.700595,-0.04006279,7.7183523,-0.07089374,1.3496816
7.8377395,-0.073156565,-0.01381158,2.714547,-0.040656697,7.7508535,-0.07137576,1.3496822
7.8705115,-0.07364376,-0.013827123,2.7364893,-0.04032733,7.7836113,-0.07186156,1.3496867
7.9034104,-0.07411809,-0.013835603,2.735713,-0.039222848,7.816507,-0.07233601,1.3496915
7.936164,-0.07459727,-0.013847428,2.734915,-0.040524483,7.849267,-0.072813645,1.3496968
7.9691796,-0.07510664,-0.013871087,2.7568011,-0.043072335,7.882271,-0.07331888,1.3496982
8.002403,-0.075649634,-0.013908501,2.7694497,-0.045990054,7.9154825,-0.07385613,1.3496969
8.035658,-0.07621356,-0.013954636,2.7713838,-0.047114152,7.948735,-0.074414745,1.3496913
8.068983,-0.07679306,-0.014006607,2.782519,-0.048915103,7.982055,-0.074988626,1.3496892
8.102497,-0.077382684,-0.014061087,2.7922,-0.048828535,8.015561,-0.07557331,1.3496898
